Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Paediatric multisystem inflammatory syndrome temporally associated with SARS-CoV-2 mimicking Kawasaki disease (Kawa-COVID-19): a multicentre cohort,"Pouletty, M.; Borocco, C.; Ouldali, N.; Caseris, M.; Basmaci, R.; Lachaume, N.; Bensaid, P.; Pichard, S.; Kouider, H.; Morelle, G.; Craiu, I.; Pondarre, C.; Deho, A.; Maroni, A.; Oualha, M.; Amoura, Z.; Haroche, J.; Chommeloux, J.; Bajolle, F.; Beyler, C.; Bonacorsi, S.; Carcelain, G.; Koné-Paut, I.; Bader-Meunier, B.; Faye, A.; Meinzer, U.; Galeotti, C.; Melki, I.","BACKGROUND: Current data suggest that COVID-19 is less frequent in children, with a milder course. However, over the past weeks, an increase in the number of children presenting to hospitals in the greater Paris region with a phenotype resembling Kawasaki disease (KD) has led to an alert by the French national health authorities. METHODS: Multicentre compilation of patients with KD in Paris region since April 2020, associated with the detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) ('Kawa-COVID-19'). A historical cohort of 'classical' KD served as a comparator. RESULTS: Sixteen patients were included (sex ratio=1, median age 10 years IQR (4·7 to 12.5)). SARS-CoV-2 was detected in 12 cases (69%), while a further three cases had documented recent contact with a quantitative PCR-positive individual (19%). Cardiac involvement included myocarditis in 44% (n=7). Factors prognostic for the development of severe disease (ie, requiring intensive care, n=7) were age over 5 years and ferritinaemia >1400 µg/L. Only five patients (31%) were successfully treated with a single intravenous immunoglobulin (IVIg) infusion, while 10 patients (62%) required a second line of treatment. The Kawa-COVID-19 cohort differed from a comparator group of 'classical' KD by older age at onset 10 vs 2 years (p<0.0001), lower platelet count (188 vs 383 G/L (p<0.0001)), a higher rate of myocarditis 7/16 vs 3/220 (p=0.0001) and resistance to first IVIg treatment 10/16 vs 45/220 (p=0.004). CONCLUSION: Kawa-COVID-19 likely represents a new systemic inflammatory syndrome temporally associated with SARS-CoV-2 infection in children. Further prospective international studies are necessary to confirm these findings and better understand the pathophysiology of Kawa-COVID-19. Trial registration number NCT02377245.",2020,Jun 11,Ann Rheum Dis,,,,32527868,10.1136/annrheumdis-2020-217960,,#1824,Pouletty 2020,"",extracted
Epidemiological analysis of COVID-19 and practical experience from China,"Ye, Q.; Wang, B.; Mao, J.; Fu, J.; Shang, S.; Shu, Q.; Zhang, T.","The rapid spread of the epidemic has aroused widespread concern in the international community. Severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) was first reported in China, with bats as the likely original hosts and pangolins as potential intermediate hosts. The current source of the disease is mainly patients infected with SARS-COV-2. Patients in the incubation period may also become sources of infection. The virus is mainly transmitted via respiratory droplets and contact, and the population is generally susceptible. The epidemic has progressed through the local outbreak stage and community transmission stage due to exposure at Wuhan's Huanan wholesale seafood market and is now in the stage of large-scale transmission due to the spread of the epidemic. The basic productive number (R0) at the beginning of the epidemic was 2.2, with an average incubation period of 5.2 days. The proportion of critically ill patients was 23.4%, the mortality rate was lower than those of SARS and Middle East respiratory syndrome, and 96.5% of deaths occurred in Hubei Province, where the outbreak occurred first. Among them, elderly men with underlying diseases had a higher mortality rate. Chinese medical staff have summarized a set of effective strategies and methods in the diagnosis and treatment of this disease that are worthy of reference for their international counterparts. With powerful government intervention and the efforts of Chinese medical staff, China's outbreak has gradually improved.",2020,Apr 1,J Med Virol,,,,32237160,10.1002/jmv.25813,,#55,Ye 2020,"",Review; check for refs; extracted
Pediatric inflammatory syndrome temporally related to covid-19,"Son, M. B. F.",,2020,Jun 3,Bmj,369,,m2123,32493704,10.1136/bmj.m2123,,#1329,Son 2020,"",extracted
Multisystem Inflammatory Syndrome in Children in New York State,"Dufort, E. M.; Koumans, E. H.; Chow, E. J.; Rosenthal, E. M.; Muse, A.; Rowlands, J.; Barranco, M. A.; Maxted, A. M.; Rosenberg, E. S.; Easton, D.; Udo, T.; Kumar, J.; Pulver, W.; Smith, L.; Hutton, B.; Blog, D.; Zucker, H.","BACKGROUND: A multisystem inflammatory syndrome in children (MIS-C) is associated with coronavirus disease 2019. The New York State Department of Health (NYSDOH) established active, statewide surveillance to describe hospitalized patients with the syndrome. METHODS: Hospitals in New York State reported cases of Kawasaki's disease, toxic shock syndrome, myocarditis, and potential MIS-C in hospitalized patients younger than 21 years of age and sent medical records to the NYSDOH. We carried out descriptive analyses that summarized the clinical presentation, complications, and outcomes of patients who met the NYSDOH case definition for MIS-C between March 1 and May 10, 2020. RESULTS: As of May 10, 2020, a total of 191 potential cases were reported to the NYSDOH. Of 95 patients with confirmed MIS-C (laboratory-confirmed acute or recent severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2] infection) and 4 with suspected MIS-C (met clinical and epidemiologic criteria), 53 (54%) were male; 31 of 78 (40%) were black, and 31 of 85 (36%) were Hispanic. A total of 31 patients (31%) were 0 to 5 years of age, 42 (42%) were 6 to 12 years of age, and 26 (26%) were 13 to 20 years of age. All presented with subjective fever or chills; 97% had tachycardia, 80% had gastrointestinal symptoms, 60% had rash, 56% had conjunctival injection, and 27% had mucosal changes. Elevated levels of C-reactive protein, d-dimer, and troponin were found in 100%, 91%, and 71% of the patients, respectively; 62% received vasopressor support, 53% had evidence of myocarditis, 80% were admitted to an intensive care unit, and 2 died. The median length of hospital stay was 6 days. CONCLUSIONS: The emergence of multisystem inflammatory syndrome in children in New York State coincided with widespread SARS-CoV-2 transmission; this hyperinflammatory syndrome with dermatologic, mucocutaneous, and gastrointestinal manifestations was associated with cardiac dysfunction.",2020,Jun 29,N Engl J Med,,,,32598830,10.1056/NEJMoa2021756,,#2299,Dufort 2020,"",extracted
Risk factors associated with COVID-19 infection: a retrospective cohort study based on contacts tracing,"Liu, T.; Liang, W.; Zhong, H.; He, J.; Chen, Z.; He, G.; Song, T.; Chen, S.; Wang, P.; Li, J.; Lan, Y.; Cheng, M.; Huang, J.; Niu, J.; Xia, L.; Xiao, J.; Hu, J.; Lin, L.; Huang, Q.; Rong, Z.; Deng, A.; Zeng, W.; Li, J.; Li, X.; Tan, X.; Kang, M.; Guo, L.; Zhu, Z.; Gong, D.; Chen, G.; Dong, M.; Ma, W.","Objectives To estimate the attack rates, and identify the risk factors of COVID-19 infection. Methods Based on a retrospective cohort study, we investigated 11,580 contacts of COVID-19 cases in Guangdong Province from January 10 to March 15, 2020. All contacts were tested by RT-PCR to detect their infection of SARS-COV-2. Attack rates by characteristics were calculated, and logistic regression was used to estimate the risk factors of infection for COVID-19. Results A total of 515 of 11,580 contacts were identified to be infected with SARS-COV-2. Compared to young adults aged 20-29 years, the infected risk was higher in children (RR: 2.59, 95%CI: 1.79-3.76), and old people aged 60-69 years (RR: 5.29, 95%CI: 3.76-7.46). Females also had higher infected risk (RR: 1.66, 95%CI: 1.39-2.00). People having close relationship with index cases encountered higher risk to be infected (RR for spouse: 20.68, 95%CI: 14.28-29.95; RR for non-spouse family members: 9.55, 95%CI: 6.73-13.55; RR for close relatives: 5.90, 95%CI: 4.06-8.59; RR for other relatives: 3.37, 95%CI: 2.15-5.28). Moreover, contacts exposed to index case in symptomatic period (RR: 2.15, 95%CI: 1.67-2.79), with critically severe symptoms (RR: 1.61, 95%CI: 1.00-2.57), with symptoms of dizzy (RR: 1.58, 95%CI: 1.08-2.30), myalgia (RR: 1.49, 95%CI: 1.15-1.94), and chill (RR: 1.42, 95%CI: 1.05-1.92) had higher infected risks. Conclusion Children, old people, females and family members are susceptible to be infected with COVID-19, while index cases in incubation period had lower contagiousness. Our findings will be helpful for developing targeted prevention and control strategies to combat the worldwide pandemic.",2020,Jul 1,Emerg Microbes Infect,,,1-31,32608325,10.1080/22221751.2020.1787799,,#2125,Liu 2020,"",extracted
Clinical characteristics and radiological features of children infected with the 2019 novel coronavirus,"Lu, Y.; Wen, H.; Rong, D.; Zhou, Z.; Liu, H.","AIM: To identify and summarise the common findings from 2019 novel coronavirus (2019-nCoV) infections in children. MATERIALS AND METHODS: The clinical characteristics and radiological findings (chest radiography and chest computed tomography [CT]) of nine children infected with the 2019-nCoV were reviewed in this retrospective case series. RESULTS: Among the children, six had fever (including two children with cough), one had only cough, one had a stuffy nose when initially diagnosed, and one was an asymptomatic carrier. Chest radiographs seemed mostly normal in six cases whereas increased and/or disordered bilateral bronchovascular shadows and dense hilar shadows were seen in three cases. Chest CT exhibited no obvious abnormal signs in four cases. Typical CT findings included patchy, peripheral ground-grass opacities, subpleural lamellar dense shadows, and parenchymal bands. Pleural effusions, mediastinal lymphadenopathy, cavitation, and pleural thickening were absent. CONCLUSION: The clinical manifestations and radiological findings of the 2019-nCoV-infected children were mild and lacked a typical pattern.",2020,Jul,Clin Radiol,75,7,520-525,32389373,10.1016/j.crad.2020.04.010,,#2098,Lu 2020,"",extracted
The Role of Children in the Dynamics of Intra Family Coronavirus 2019 Spread in Densely Populated Area,"Somekh, E.; Gleyzer, A.; Heller, E.; Lopian, M.; Kashani-Ligumski, L.; Czeiger, S.; Schindler, Y.; Lessing, J. B.; Stein, M.",We examined the dynamics of coronavirus 2019 (Covid-19) transmission within families. Our investigation demonstrated significantly lower rates of Covid-19 positivity in children compared with adults residing in the same household. Children of 5-17 years of age were 61% and children of 0-4 years of age were 47% less likely to have positive polymerase chain reaction results compared with adults residing in the same household.,2020,Jun 1,Pediatr Infect Dis J,,,,32496407,10.1097/inf.0000000000002783,,#1332,Somekh 2020,"",extracted
"Contact Tracing during Coronavirus Disease Outbreak, South Korea, 2020","Park, Young Joon; Choe, Young June; Park, Ok; Park, Shin Young; Kim, Young-Man; Kim, Jieun; Kweon, Sanghui; Woo, Yeonhee; Gwack, Jin; Kim, Seong Sun; Lee, Jin; Hyun, Junghee; Ryu, Boyeong; Jang, Yoon Suk; Kim, Hwami; Shin, Seung Hwan; Yi, Seonju; Lee, Sangeun; Kim, Hee Kyoung; Lee, Hyeyoung; Jin, Yeowon; Park, Eunmi; Choi, Seung Woo; Kim, Miyoung; Song, Jeongsuk; Choi, Si Won; Kim, Dongwook; Jeon, Byoung-Hak; Yoo, Hyosoon; Jeong, Eun Kyeong","We analyzed reports for 59,073 contacts of 5,706 coronavirus disease (COVID-19) index patients reported in South Korea during January 20–March 27, 2020. Of 10,592 household contacts, 11.8% had COVID-19. Of 48,481 nonhousehold contacts, 1.9% had COVID-19. Use of personal protective measures and social distancing reduces the likelihood of transmission.",2020,,Emerging Infectious Disease journal,26,10,,,10.3201/eid2610.201315,,#2777,Park 2020,"",extracted
The Epidemiological and Clinical Characteristics of 81 Children with COVID-19 in a Pandemic Hospital in Turkey: an Observational Cohort Study,"Korkmaz, M. F.; Türe, E.; Dorum, B. A.; Kılıç, Z. B.","BACKGROUND: Coronavirus disease-2019 (COVID-19) pandemic has affected millions of people throughout the world since December 2019. However, there is a limited amount of data about pediatric patients infected with the disease agent, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). METHODS: The epidemiological, laboratory, radiological, and treatment features of the pediatric patients who were positive for SARS-CoV-2 based on the reverse-transcription polymerase chain reaction (RT-PCR) test, were investigated retrospectively. RESULTS: The median age of 81 children included in the study was 9.50 years (0-17.75 years). The most frequent symptoms at the time of admission were fever (58%), cough (52%), and fatigue or myalgia (19%). The abnormal laboratory findings in these cases were decreased lymphocytes (2.5%, n = 2), leucopenia (5%, n = 4), and increased lactate dehydrogenase (17.2%, n = 14), C-reactive protein (16%, n = 13), procalcitonin (3.7%, n = 3), and D-dimer (12.3%, n = 10). Three (4%) patients had consolidation in chest computed tomography, and three (4%) had ground-glass opacities. None of the patients needed intensive care except for the newborns. The median time to turn SARS-CoV-2 negative in the RT-PCR test was 5 (3-10) days. The median length of hospital stay was 5 (4-10) days. The time to turn SARS-CoV-2 negative in the RT-PCR test and the length of hospital stay were significantly longer for those aged five years or younger than others (P = 0.037, P = 0.01). CONCLUSION: Compared to adults, COVID-19 is milder and more distinctive in children. As a result, more conservative approaches might be preferred in children for the diagnostic, clinical, and even therapeutic applications.",2020,Jun 29,J Korean Med Sci,35,25,e236,32597047,10.3346/jkms.2020.35.e236,,#1934,Korkmaz 2020,"",extracted
"Viral RNA Load in Mildly Symptomatic and Asymptomatic Children with COVID-19, Seoul","Han, M. S.; Seong, M. W.; Kim, N.; Shin, S.; Cho, S. I.; Park, H.; Kim, T. S.; Park, S. S.; Choi, E. H.","Along with positive SARS-CoV-2 RNA in nasopharyngeal swabs, viral RNA was detectable at high concentration for >3 weeks in fecal samples from 12 mildly symptomatic and asymptomatic children with COVID-19. Saliva also tested positive during the early phase of infection. If proven infectious, feces and saliva could serve as transmission sources.",2020,Jun 4,Emerg Infect Dis,26,10,,32497001,10.3201/eid2610.202449,,#2062,Han 2020,"",extracted
Postnatal SARS-CoV-2 infection and immunological reaction: A prospective family cohort study,"Preßler, J.; Fill Malfertheiner, S.; Kabesch, M.; Buntrock-Döpke, H.; Häusler, S.; Ambrosch, A.; Wellmann, S.","The coronavirus disease 2019 (COVID‐19) caused by severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) appears milder in children but little is known about neonates and about the chains of infections after delivery.(1‐3) When in early March 2020 a midwife in our large maternity and perinatal center returned from vacation in Ischgl, Austria, she triggered a COVID‐19 outbreak affecting 36 midwives, nurses and doctors. We reported previously on the successful containment of this outbreak and characterized the clinical symptoms and immunoglobulin development in staff members exposed to SARS‐CoV‐2.(4‐5)",2020,Jun 9,Pediatr Allergy Immunol,,,,32515518,10.1111/pai.13302,,#1819,Preßler 2020,"",Vertical transmission; extracted
"No evidence of secondary transmission of COVID-19 from children attending school in Ireland, 2020","Heavey, L.; Casey, G.; Kelly, C.; Kelly, D.; McDarby, G.","As many countries begin to lift some of the restrictions to contain COVID-19 spread, lack of evidence of transmission in the school setting remains. We examined Irish notifications of SARS-CoV2 in the school setting before school closures on 12 March 2020 and identified no paediatric transmission. This adds to current evidence that children do not appear to be drivers of transmission, and we argue that reopening schools should be considered safe accompanied by certain measures.",2020,May,Euro Surveill,25,21,,32489179,10.2807/1560-7917.Es.2020.25.21.2000903,,#2395,Heavey 2020,"",extracted
An outbreak of severe Kawasaki-like disease at the Italian epicentre of the SARS-CoV-2 epidemic: an observational cohort study,"Verdoni, L.; Mazza, A.; Gervasoni, A.; Martelli, L.; Ruggeri, M.; Ciuffreda, M.; Bonanomi, E.; D'Antiga, L.","BACKGROUND: The Bergamo province, which is extensively affected by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) epidemic, is a natural observatory of virus manifestations in the general population. In the past month we recorded an outbreak of Kawasaki disease; we aimed to evaluate incidence and features of patients with Kawasaki-like disease diagnosed during the SARS-CoV-2 epidemic. METHODS: All patients diagnosed with a Kawasaki-like disease at our centre in the past 5 years were divided according to symptomatic presentation before (group 1) or after (group 2) the beginning of the SARS-CoV-2 epidemic. Kawasaki- like presentations were managed as Kawasaki disease according to the American Heart Association indications. Kawasaki disease shock syndrome (KDSS) was defined by presence of circulatory dysfunction, and macrophage activation syndrome (MAS) by the Paediatric Rheumatology International Trials Organisation criteria. Current or previous infection was sought by reverse-transcriptase quantitative PCR in nasopharyngeal and oropharyngeal swabs, and by serological qualitative test detecting SARS-CoV-2 IgM and IgG, respectively. FINDINGS: Group 1 comprised 19 patients (seven boys, 12 girls; aged 3·0 years [SD 2·5]) diagnosed between Jan 1, 2015, and Feb 17, 2020. Group 2 included ten patients (seven boys, three girls; aged 7·5 years [SD 3·5]) diagnosed between Feb 18 and April 20, 2020; eight of ten were positive for IgG or IgM, or both. The two groups differed in disease incidence (group 1 vs group 2, 0·3 vs ten per month), mean age (3·0 vs 7·5 years), cardiac involvement (two of 19 vs six of ten), KDSS (zero of 19 vs five of ten), MAS (zero of 19 vs five of ten), and need for adjunctive steroid treatment (three of 19 vs eight of ten; all p<0·01). INTERPRETATION: In the past month we found a 30-fold increased incidence of Kawasaki-like disease. Children diagnosed after the SARS-CoV-2 epidemic began showed evidence of immune response to the virus, were older, had a higher rate of cardiac involvement, and features of MAS. The SARS-CoV-2 epidemic was associated with high incidence of a severe form of Kawasaki disease. A similar outbreak of Kawasaki-like disease is expected in countries involved in the SARS-CoV-2 epidemic. FUNDING: None.",2020,Jun 6,Lancet,395,10239,1771-1778,32410760,10.1016/s0140-6736(20)31103-x,,#1200,Verdoni 2020,"",2nd extractor required; extracted
"Epidemiology, Clinical Features, and Disease Severity in Patients With Coronavirus Disease 2019 (COVID-19) in a Children's Hospital in New York City, New York","Zachariah, P.; Johnson, C. L.; Halabi, K. C.; Ahn, D.; Sen, A. I.; Fischer, A.; Banker, S. L.; Giordano, M.; Manice, C. S.; Diamond, R.; Sewell, T. B.; Schweickert, A. J.; Babineau, J. R.; Carter, R. C.; Fenster, D. B.; Orange, J. S.; McCann, T. A.; Kernie, S. G.; Saiman, L.","IMPORTANCE: Descriptions of the coronavirus disease 2019 (COVID-19) experience in pediatrics will help inform clinical practices and infection prevention and control for pediatric facilities. OBJECTIVE: To describe the epidemiology, clinical, and laboratory features of patients with COVID-19 hospitalized at a children's hospital and to compare these parameters between patients hospitalized with and without severe disease. DESIGN, SETTING, AND PARTICIPANTS: This retrospective review of electronic medical records from a tertiary care academically affiliated children's hospital in New York City, New York, included hospitalized children and adolescents (≤21 years) who were tested based on suspicion for COVID-19 between March 1 to April 15, 2020, and had positive results for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). EXPOSURES: Detection of SARS-CoV-2 from a nasopharyngeal specimen using a reverse transcription-polymerase chain reaction assay. MAIN OUTCOMES AND MEASURES: Severe disease as defined by the requirement for mechanical ventilation. RESULTS: Among 50 patients, 27 (54%) were boys and 25 (50%) were Hispanic. The median days from onset of symptoms to admission was 2 days (interquartile range, 1-5 days). Most patients (40 [80%]) had fever or respiratory symptoms (32 [64%]), but 3 patients (6%) with only gastrointestinal tract presentations were identified. Obesity (11 [22%]) was the most prevalent comorbidity. Respiratory support was required for 16 patients (32%), including 9 patients (18%) who required mechanical ventilation. One patient (2%) died. None of 14 infants and 1 of 8 immunocompromised patients had severe disease. Obesity was significantly associated with mechanical ventilation in children 2 years or older (6 of 9 [67%] vs 5 of 25 [20%]; P = .03). Lymphopenia was commonly observed at admission (36 [72%]) but did not differ significantly between those with and without severe disease. Those with severe disease had significantly higher C-reactive protein (median, 8.978 mg/dL [to convert to milligrams per liter, multiply by 10] vs 0.64 mg/dL) and procalcitonin levels (median, 0.31 ng/mL vs 0.17 ng/mL) at admission (P < .001), as well as elevated peak interleukin 6, ferritin, and D-dimer levels during hospitalization. Hydroxychloroquine was administered to 15 patients (30%) but could not be completed for 3. Prolonged test positivity (maximum of 27 days) was observed in 4 patients (8%). CONCLUSIONS AND RELEVANCE: In this case series study of children and adolescents hospitalized with COVID-19, the disease had diverse manifestations. Infants and immunocompromised patients were not at increased risk of severe disease. Obesity was significantly associated with disease severity. Elevated inflammatory markers were seen in those with severe disease.",2020,Jun 3,JAMA Pediatr,,,e202430,32492092,10.1001/jamapediatrics.2020.2430,,#1082,Zachariah 2020,"",extracted
Coinfection and Other Clinical Characteristics of COVID-19 in Children,"Wu, Q.; Xing, Y.; Shi, L.; Li, W.; Gao, Y.; Pan, S.; Wang, Y.; Wang, W.; Xing, Q.","BACKGROUND AND OBJECTIVES: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a newly identified pathogen that mainly spreads by droplets. Most published studies have been focused on adult patients with coronavirus disease 2019 (COVID-19), but data concerning pediatric patients are limited. In this study, we aimed to determine epidemiological characteristics and clinical features of pediatric patients with COVID-19. METHODS: We reviewed and analyzed data on pediatric patients with laboratory-confirmed COVID-19, including basic information, epidemiological history, clinical manifestations, laboratory and radiologic findings, treatment, outcome, and follow-up results. RESULTS: A total of 74 pediatric patients with COVID-19 were included in this study. Of the 68 case patients whose epidemiological data were complete, 65 (65 of 68; 95.59%) were household contacts of adults. Cough (32.43%) and fever (27.03%) were the predominant symptoms of 44 (59.46%) symptomatic patients at onset of the illness. Abnormalities in leukocyte count were found in 23 (31.08%) children, and 10 (13.51%) children presented with abnormal lymphocyte count. Of the 34 (45.95%) patients who had nucleic acid testing results for common respiratory pathogens, 19 (51.35%) showed coinfection with other pathogens other than SARS-CoV-2. Ten (13.51%) children had real-time reverse transcription polymerase chain reaction analysis for fecal specimens, and 8 of them showed prolonged existence of SARS-CoV-2 RNA. CONCLUSIONS: Pediatric patients with COVID-19 presented with distinct epidemiological, clinical, and radiologic characteristics from adult patients. Nearly one-half of the infected children had coinfection with other common respiratory pathogens. It is not uncommon for pediatric patients to have prolonged fecal shedding of SARS-CoV-2 RNA during the convalescent phase.",2020,Jul,Pediatrics,146,1,,32376725,10.1542/peds.2020-0961,,#1127,Wu 2020,"",extracted
Ocular manifestations and viral shedding in tears of pediatric patients with coronavirus disease 2019: a preliminary report,"Valente, P.; Iarossi, G.; Federici, M.; Petroni, S.; Palma, P.; Cotugno, N.; De Ioris, M. A.; Campana, A.; Buzzonetti, L.","PURPOSE: To evaluate ocular manifestations and severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) prevalence in the tears of children with coronavirus disease 2019 (COVID-19). METHODS: A total of 27 pediatric patients with confirmed COVID-19 infection hospitalized from March 16 to April 15, 2020, at the Bambino Gesù Children's Hospital were enrolled in the study. At admission, all patients showed ocular manifestations. Reverse transcriptase-polymerase chain reaction from nasopharyngeal and conjunctival swabs were performed every 2-3 days before discharge. RESULTS: Of the 27 patients, 4 (15%) were asymptomatic, 15 (56%) showed respiratory symptoms, and 8 (30%) had gastrointestinal symptoms. At admission, nasopharyngeal swabs were positive for COVID-19 in all patients; on the second swabs, 7 children (26%) tested negative, and 20 remained positive for COVID-19. Ocular manifestations consistent with mild viral conjunctivitis were observed in 4 patients (15%). At first conjunctival swab, 3 patients (11%), 1 symptomatic and 2 asymptomatic for ocular infection, had positive findings for COVID-19; 2 became negative on the second test and 1 on the third. CONCLUSIONS: In our study cohort, ocular manifestations of COVID-19 seem to have had a milder clinical course in pediatric patients than in adults. Despite the low prevalence and rapid regression of viral presence in the conjunctiva, SARS-CoV-2 transmission through tears may be possible, even in patients without apparent ocular involvement.",2020,Jun 9,J aapos,,,,32531341,10.1016/j.jaapos.2020.05.002,,#1223,Valente 2020,"",extracted
Characteristic of COVID-19 infection in pediatric patients: early findings from two Italian Pediatric Research Networks,"Parri, N.; Magistà, A. M.; Marchetti, F.; Cantoni, B.; Arrighini, A.; Romanengo, M.; Felici, E.; Urbino, A.; Da Dalt, L.; Verdoni, L.; Armocida, B.; Covi, B.; Mariani, I.; Giacchero, R.; Musolino, A. M.; Binotti, M.; Biban, P.; Fasoli, S.; Pilotto, C.; Nicoloso, F.; Raggi, M.; Miorin, E.; Buonsenso, D.; Chiossi, M.; Agostiniani, R.; Plebani, A.; Barbieri, M. A.; Lanari, M.; Arrigo, S.; Zoia, E.; Lenge, M.; Masi, S.; Barbi, E.; Lazzerini, M.","Detailed data on clinical presentations and outcomes of children with COVID-19 in Europe are still lacking. In this descriptive study, we report on 130 children with confirmed COVID-19 diagnosed by 28 centers (mostly hospitals), in 10 regions in Italy, during the first months of the pandemic. Among these, 67 (51.5%) had a relative with COVID-19 while 34 (26.2%) had comorbidities, with the most frequent being respiratory, cardiac, or neuromuscular chronic diseases. Overall, 98 (75.4%) had an asymptomatic or mild disease, 11 (8.5%) had moderate disease, 11 (8.5%) had a severe disease, and 9 (6.9%) had a critical presentation with infants below 6 months having significantly increased risk of critical disease severity (OR 5.6, 95% CI 1.3 to 29.1). Seventy-five (57.7%) children were hospitalized, 15 (11.5%) needed some respiratory support, and nine (6.9%) were treated in an intensive care unit. All recovered.Conclusion:This descriptive case series of children with COVID-19, mostly encompassing of cases enrolled at hospital level, suggest that COVID-19 may have a non-negligible rate of severe presentations in selected pediatric populations with a relatively high rates of comorbidities. More studies are needed to further understand the presentation and outcomes of children with COVID-19 in children with special needs.What is Known:• There is limited evidence on the clinical presentation and outcomes of children with COVID-19 in Europe, and almost no evidence on characteristics and risk factors of severe cases.What is New:• Among a case series of 130 children, mostly diagnosed at hospital level, and with a relatively high rate (26.2%) of comorbidities, about three-quarter had an asymptomatic or mild disease.• However, 57.7% were hospitalized, 11.5% needed some respiratory support, and 6.9% were treated in an intensive care unit.",2020,Jun 3,Eur J Pediatr,,,1-9,32495147,10.1007/s00431-020-03683-8,,#1871,Parri 2020,"",extracted
Comparison of Hospitalized Patients with pneumonia caused by COVID-19 and influenza A in children under 5 years,"Li, Y.; Wang, H.; Wang, F.; Du, H.; Liu, X.; Chen, P.; Wang, Y.; Lu, X.","BACKGROUND: Since the outbreak of Coronavirus Disease 2019 (COVID-19) in Wuhan, considerable attention has been paid on its epidemiology and clinical characteristics in children patients. However, it is also crucial for clinicians to differentiate COVID-19 from other respiratory infectious diseases, such as influenza viruses. METHODS: This was a retrospective study. Two group of COVID-19 patients (n=57) and influenza A patients (n=59) were enrolled. We analyzed and compared their clinical manifestations, imaging characteristics and treatments. RESULTS: The proportions of cough (70.2%), fever (54.4%) and gastrointestinal symptoms (14.1%) in COVID-19 patients were lower than those of influenza A patients (98.3%, P<0.001; 84.7%, P<0.001; and 35.6%, P=0.007; respectively). In addition, COVID-19 patients showed significantly lower levels of leukocytes (7.87 vs. 9.89×10(9)/L, P=0.027), neutrophils (2.43 vs. 5.16×10(9)/L, P<0.001), C-reactive protein (CRP; 3.7 vs. 15.1mg/L, P=0.001) and procalcitonin (PCT; 0.09 vs. 0.68mm/h, P<0.001), while lymphocyte levels (4.58 vs. 3.56×109/L; P=0.006) were significantly higher compared with influenza A patients. In terms of CT imaging, ground-glass opacification in chest CT was more common in COVID-19 patients than in influenza A patients (42.1% vs. 15%, P=0.032). In contrast, consolidation was more common in influenza A patients (25%) than that in COVID-19 patients (5.2%, P=0.025). CONCLUSION: The clinical manifestations and laboratory tests of COVID-19 children are milder than those of influenza A children under 5 years. Additionally, imaging results more commonly presented as ground-glass opacities in COVID-19 patients.",2020,Jun 11,Int J Infect Dis,,,,32535301,10.1016/j.ijid.2020.06.026,,#1780,Li 2020,"",extracted
Immune response in children with COVID-19 is characterized by lower levels of T cell activation than infected adults,"Moratto, D.; Giacomelli, M.; Chiarini, M.; Savarè, L.; Saccani, B.; Motta, M.; Timpano, S.; Poli, P.; Paghera, S.; Imberti, L.; Cannizzo, S.; Quiros-Roldan, E.; Marchetti, G.; Badolato, R.",XX XXX This article is protected by copyright. All rights reserved.,2020,Jun 27,Eur J Immunol,,,,32592406,10.1002/eji.202048724,,#1637,Moratto 2020,"",Letter to Editor; extracted
Association Between Mode of Delivery Among Pregnant Women With COVID-19 and Maternal and Neonatal Outcomes in Spain,"Martínez-Perez, O.; Vouga, M.; Cruz Melguizo, S.; Forcen Acebal, L.; Panchaud, A.; Muñoz-Chápuli, M.; Baud, D.",This cohort study estimates associations between mode of delivery (vaginal vs cesarean delivery) and maternal and neonatal birth outcomes among SARS-CoV-2–infected women giving birth in Spain.,2020,Jun 8,Jama,,,,32511673,10.1001/jama.2020.10125,,#1715,Martínez-Perez 2020,"",extracted
The severity of COVID-19 in children on immunosuppressive medication,"Marlais, M.; Wlodkowski, T.; Vivarelli, M.; Pape, L.; Tönshoff, B.; Schaefer, F.; Tullus, K.",,2020,Jul,Lancet Child Adolesc Health,4,7,e17-e18,32411815,10.1016/s2352-4642(20)30145-0,,#1720,Marlais 2020,"",extracted
